transaction_key,transaction_id,date_key,customer_key,account_key,category_key,merchant_key,channel_key,amount,abs_amount,transaction_type,status,is_flagged,is_recurring
3625,TXN-003625,20221110,800,403,20,,6,4247.76,4247.76,Income,Completed,0,0
3626,TXN-003626,20240501,427,520,2,7,3,-1085.47,1085.47,Expense,Pending,0,1
3627,TXN-003627,20230611,638,31,7,4,4,-453.54,453.54,Expense,Completed,0,0
3628,TXN-003628,20231026,454,220,7,3,6,-167.34,167.34,Expense,Completed,0,0
3629,TXN-003629,20221224,784,140,10,,2,4764.99,4764.99,Income,Completed,1,1
3630,TXN-003630,20220621,490,494,9,10,5,-259.84,259.84,Expense,Completed,0,0
3631,TXN-003631,20220315,419,38,6,1,6,-55.78,55.78,Expense,Failed,0,0
3632,TXN-003632,20240913,277,623,1,13,2,-414.11,414.11,Expense,Completed,0,0
3633,TXN-003633,20240910,633,314,19,17,1,-462.05,462.05,Expense,Reversed,0,0
3634,TXN-003634,20241030,206,138,8,3,5,-347.14,347.14,Expense,Completed,0,0
3635,TXN-003635,20221026,593,937,3,2,4,-449.31,449.31,Expense,Completed,0,1
3636,TXN-003636,20220929,697,447,12,,3,3568.21,3568.21,Income,Completed,0,0
3637,TXN-003637,20231228,20,412,13,,2,4648.29,4648.29,Transfer,Completed,1,0
3638,TXN-003638,20230313,471,437,7,5,1,-101.74,101.74,Expense,Failed,0,0
3639,TXN-003639,20230604,209,983,10,,3,1889.64,1889.64,Income,Completed,0,1
3640,TXN-003640,20220202,76,373,8,1,2,-462.98,462.98,Expense,Pending,0,0
3641,TXN-003641,20240714,341,98,13,,3,3653.07,3653.07,Transfer,Completed,0,0
3642,TXN-003642,20231030,174,268,13,,7,983.86,983.86,Transfer,Failed,0,0
3643,TXN-003643,20241018,602,97,1,17,2,-93.68,93.68,Expense,Pending,0,0
3644,TXN-003644,20220628,215,164,4,7,5,-346.81,346.81,Expense,Completed,0,0
3645,TXN-003645,20230509,231,889,7,15,6,-305.6,305.6,Expense,Completed,0,0
3646,TXN-003646,20230101,522,126,2,14,7,-688.86,688.86,Expense,Completed,0,1
3647,TXN-003647,20231225,176,718,7,18,7,-456.32,456.32,Expense,Completed,0,0
3648,TXN-003648,20220129,206,8,5,19,6,-118.09,118.09,Expense,Completed,0,0
3649,TXN-003649,20230801,212,659,16,17,2,-330.95,330.95,Expense,Pending,0,1
3650,TXN-003650,20221218,48,469,7,14,6,-241.57,241.57,Expense,Completed,0,0
3651,TXN-003651,20240530,154,821,10,,4,14938.62,14938.62,Income,Failed,0,1
3652,TXN-003652,20230825,674,490,4,4,4,-482.59,482.59,Expense,Completed,0,0
3653,TXN-003653,20220407,325,253,1,13,2,-307.19,307.19,Expense,Completed,0,0
3654,TXN-003654,20230602,80,366,10,,5,6861.22,6861.22,Income,Completed,0,1
3655,TXN-003655,20230518,99,93,7,15,1,-173.22,173.22,Expense,Completed,0,0
3656,TXN-003656,20230703,549,646,6,3,1,-74.0,74.0,Expense,Completed,0,0
3657,TXN-003657,20230630,352,795,7,12,1,-455.87,455.87,Expense,Completed,0,0
3658,TXN-003658,20231224,416,724,1,12,4,-459.15,459.15,Expense,Completed,0,0
3659,TXN-003659,20221102,230,887,6,4,6,-73.47,73.47,Expense,Failed,0,0
3660,TXN-003660,20240415,745,713,16,3,3,-143.96,143.96,Expense,Reversed,0,1
3661,TXN-003661,20241005,37,444,10,,2,5786.27,5786.27,Income,Reversed,0,1
3662,TXN-003662,20241207,176,109,10,,3,10010.41,10010.41,Income,Completed,0,1
3663,TXN-003663,20220110,50,808,11,,3,320.51,320.51,Income,Completed,0,0
3664,TXN-003664,20240314,553,693,15,15,4,-222.28,222.28,Expense,Pending,0,1
3665,TXN-003665,20240402,313,424,11,,5,346.96,346.96,Income,Completed,0,0
3666,TXN-003666,20240604,231,275,2,15,4,-2793.19,2793.19,Expense,Completed,0,1
3667,TXN-003667,20240411,531,323,2,18,5,-1466.74,1466.74,Expense,Completed,0,1
3668,TXN-003668,20220629,471,554,7,12,6,-92.27,92.27,Expense,Completed,0,0
3669,TXN-003669,20240117,587,888,4,9,3,-195.91,195.91,Expense,Pending,0,0
3670,TXN-003670,20240110,699,657,8,8,6,-330.83,330.83,Expense,Completed,0,0
3671,TXN-003671,20231129,369,386,9,13,5,-134.37,134.37,Expense,Failed,0,0
3672,TXN-003672,20220307,162,685,12,,4,4758.6,4758.6,Income,Completed,0,0
3673,TXN-003673,20231216,785,819,2,10,1,-2148.14,2148.14,Expense,Pending,0,1
3674,TXN-003674,20221108,517,394,14,,3,-3439.71,3439.71,Transfer,Completed,0,0
3675,TXN-003675,20241020,221,1,10,,6,5298.0,5298.0,Income,Completed,0,1
3676,TXN-003676,20220429,787,417,11,,6,275.7,275.7,Income,Completed,0,0
3677,TXN-003677,20231204,246,656,10,,7,12794.39,12794.39,Income,Completed,0,1
3678,TXN-003678,20220831,768,620,8,1,6,-90.5,90.5,Expense,Completed,0,0
3679,TXN-003679,20231013,474,698,7,13,6,-124.66,124.66,Expense,Completed,0,0
3680,TXN-003680,20240118,298,82,4,2,5,-56.08,56.08,Expense,Pending,0,0
3681,TXN-003681,20220812,146,575,9,11,7,-175.53,175.53,Expense,Completed,0,0
3682,TXN-003682,20240708,717,306,14,,6,-3669.76,3669.76,Transfer,Pending,0,0
3683,TXN-003683,20231209,491,654,15,18,3,-646.39,646.39,Expense,Completed,0,1
3684,TXN-003684,20230806,143,789,3,20,7,-192.05,192.05,Expense,Completed,0,1
3685,TXN-003685,20241103,600,741,1,13,5,-379.21,379.21,Expense,Completed,0,0
3686,TXN-003686,20240615,754,754,14,,4,-4863.62,4863.62,Transfer,Completed,0,0
3687,TXN-003687,20241001,124,930,10,,4,5217.62,5217.62,Income,Completed,0,1
3688,TXN-003688,20240109,544,774,3,16,3,-355.03,355.03,Expense,Completed,0,1
3689,TXN-003689,20221026,609,843,17,4,7,-109.61,109.61,Expense,Completed,0,1
3690,TXN-003690,20230103,361,425,10,,5,4120.84,4120.84,Income,Completed,0,1
3691,TXN-003691,20231012,718,641,4,14,4,-203.94,203.94,Expense,Completed,0,0
3692,TXN-003692,20230111,499,905,2,11,3,-2520.97,2520.97,Expense,Completed,0,1
3693,TXN-003693,20220217,118,25,13,,5,4186.88,4186.88,Transfer,Completed,0,0
3694,TXN-003694,20230912,787,163,12,,6,2620.95,2620.95,Income,Completed,0,0
3695,TXN-003695,20240720,487,207,1,19,2,-34.76,34.76,Expense,Completed,0,0
3696,TXN-003696,20231116,625,614,14,,2,-854.98,854.98,Transfer,Completed,0,0
3697,TXN-003697,20221220,329,763,2,17,7,-1640.24,1640.24,Expense,Completed,0,1
3698,TXN-003698,20231029,76,373,7,15,7,-335.74,335.74,Expense,Completed,1,0
3699,TXN-003699,20220323,506,604,10,,1,4195.33,4195.33,Income,Completed,1,1
3700,TXN-003700,20231220,396,454,18,4,2,-978.34,978.34,Expense,Completed,1,0
3701,TXN-003701,20230719,205,188,5,6,5,-108.75,108.75,Expense,Completed,0,0
3702,TXN-003702,20240428,666,246,2,18,7,-1895.33,1895.33,Expense,Completed,0,1
3703,TXN-003703,20241025,282,166,20,,4,4416.21,4416.21,Income,Completed,0,0
3704,TXN-003704,20240430,243,827,3,14,4,-165.59,165.59,Expense,Completed,0,1
3705,TXN-003705,20220124,252,538,1,6,3,-235.06,235.06,Expense,Completed,0,0
3706,TXN-003706,20231008,685,289,4,10,6,-412.24,412.24,Expense,Completed,0,0
3707,TXN-003707,20240801,308,806,6,16,7,-122.76,122.76,Expense,Completed,0,0
3708,TXN-003708,20230225,88,399,2,20,4,-2388.78,2388.78,Expense,Completed,0,1
3709,TXN-003709,20220326,308,194,13,,6,2702.21,2702.21,Transfer,Reversed,0,0
3710,TXN-003710,20231224,19,180,6,5,1,-25.7,25.7,Expense,Completed,0,0
3711,TXN-003711,20230723,421,422,15,12,5,-1507.96,1507.96,Expense,Failed,0,1
3712,TXN-003712,20231119,751,555,10,,1,1829.2,1829.2,Income,Completed,0,1
3713,TXN-003713,20220103,290,421,15,20,1,-809.3,809.3,Expense,Pending,0,1
3714,TXN-003714,20221125,151,251,10,,7,12198.63,12198.63,Income,Completed,0,1
3715,TXN-003715,20230314,37,444,8,15,5,-328.64,328.64,Expense,Completed,0,0
3716,TXN-003716,20230512,268,459,14,,4,-3703.28,3703.28,Transfer,Completed,0,0
3717,TXN-003717,20241009,156,773,2,7,4,-583.86,583.86,Expense,Completed,0,1
3718,TXN-003718,20240516,178,613,1,7,5,-37.31,37.31,Expense,Completed,0,0
3719,TXN-003719,20230413,117,954,10,,6,12063.51,12063.51,Income,Reversed,1,1
3720,TXN-003720,20220109,342,343,7,12,3,-112.62,112.62,Expense,Completed,0,0
3721,TXN-003721,20230709,262,492,2,7,6,-2080.63,2080.63,Expense,Completed,0,1
3722,TXN-003722,20240408,163,986,4,13,1,-467.29,467.29,Expense,Completed,0,0
3723,TXN-003723,20231007,147,249,1,16,3,-57.33,57.33,Expense,Completed,0,0
3724,TXN-003724,20220408,764,189,2,9,2,-2474.74,2474.74,Expense,Completed,0,1
3725,TXN-003725,20230828,444,225,15,5,2,-409.29,409.29,Expense,Completed,0,1
3726,TXN-003726,20231008,608,968,1,3,1,-46.31,46.31,Expense,Completed,0,0
3727,TXN-003727,20241029,12,818,1,10,5,-313.15,313.15,Expense,Completed,0,0
3728,TXN-003728,20240726,324,345,5,18,7,-19.06,19.06,Expense,Failed,0,0
3729,TXN-003729,20241104,653,777,7,17,6,-192.46,192.46,Expense,Completed,0,0
3730,TXN-003730,20230125,64,478,4,10,2,-154.32,154.32,Expense,Completed,0,0
3731,TXN-003731,20230302,544,378,15,8,2,-1159.17,1159.17,Expense,Completed,0,1
3732,TXN-003732,20231011,207,640,2,2,6,-1585.64,1585.64,Expense,Completed,0,1
3733,TXN-003733,20241015,183,792,13,,7,4096.12,4096.12,Transfer,Completed,0,0
3734,TXN-003734,20231116,712,336,4,4,7,-447.92,447.92,Expense,Completed,1,0
3735,TXN-003735,20220526,110,159,14,,4,-479.89,479.89,Transfer,Pending,0,0
3736,TXN-003736,20230720,378,70,13,,1,4466.49,4466.49,Transfer,Completed,0,0
3737,TXN-003737,20240216,79,535,1,1,4,-198.71,198.71,Expense,Completed,0,0
3738,TXN-003738,20240416,598,90,15,6,6,-1298.95,1298.95,Expense,Completed,0,1
3739,TXN-003739,20240611,110,704,8,3,5,-451.46,451.46,Expense,Completed,0,0
3740,TXN-003740,20220405,792,414,15,4,2,-880.07,880.07,Expense,Pending,0,1
3741,TXN-003741,20240219,525,15,1,13,1,-118.61,118.61,Expense,Completed,0,0
3742,TXN-003742,20241123,721,11,4,20,5,-37.44,37.44,Expense,Completed,1,0
3743,TXN-003743,20230301,266,519,7,17,2,-298.43,298.43,Expense,Completed,0,0
3744,TXN-003744,20230811,472,73,10,,3,11557.71,11557.71,Income,Pending,0,1
3745,TXN-003745,20220419,14,310,6,4,3,-62.3,62.3,Expense,Reversed,0,0
3746,TXN-003746,20240105,200,67,17,12,1,-115.98,115.98,Expense,Completed,0,1
3747,TXN-003747,20230616,707,27,7,18,7,-463.33,463.33,Expense,Completed,1,0
3748,TXN-003748,20240105,675,245,20,,7,1565.03,1565.03,Income,Completed,0,0
3749,TXN-003749,20241105,184,931,16,18,3,-72.62,72.62,Expense,Completed,0,1
3750,TXN-003750,20220526,625,614,13,,3,4530.63,4530.63,Transfer,Completed,0,0
3751,TXN-003751,20220414,132,753,4,3,7,-471.57,471.57,Expense,Failed,0,0
3752,TXN-003752,20240714,39,815,16,4,1,-242.06,242.06,Expense,Pending,0,1
3753,TXN-003753,20220821,174,587,3,11,2,-326.32,326.32,Expense,Completed,0,1
3754,TXN-003754,20241001,304,410,11,,1,262.44,262.44,Income,Completed,0,0
3755,TXN-003755,20230313,545,291,6,11,7,-51.33,51.33,Expense,Completed,0,0
3756,TXN-003756,20220826,717,868,15,2,1,-1198.01,1198.01,Expense,Completed,0,1
3757,TXN-003757,20220919,611,463,5,9,3,-120.68,120.68,Expense,Pending,0,0
3758,TXN-003758,20230912,47,69,14,,1,-2169.48,2169.48,Transfer,Completed,0,0
3759,TXN-003759,20240619,551,16,1,6,2,-107.6,107.6,Expense,Completed,0,0
3760,TXN-003760,20231231,280,811,20,,1,7918.71,7918.71,Income,Completed,0,0
3761,TXN-003761,20220526,684,826,11,,3,326.43,326.43,Income,Completed,0,0
3762,TXN-003762,20240401,754,241,11,,1,264.71,264.71,Income,Failed,0,0
3763,TXN-003763,20220922,61,849,2,13,5,-1499.77,1499.77,Expense,Pending,0,1
3764,TXN-003764,20230126,364,95,14,,4,-1440.03,1440.03,Transfer,Failed,0,0
3765,TXN-003765,20240112,153,71,9,11,2,-252.17,252.17,Expense,Completed,0,0
3766,TXN-003766,20230704,286,96,1,12,5,-130.24,130.24,Expense,Pending,0,0
3767,TXN-003767,20240128,270,77,7,7,2,-250.94,250.94,Expense,Completed,0,0
3768,TXN-003768,20221015,348,116,5,6,2,-57.75,57.75,Expense,Completed,0,0
3769,TXN-003769,20220929,420,546,5,6,4,-7.06,7.06,Expense,Completed,0,0
3770,TXN-003770,20240211,502,651,7,10,5,-26.44,26.44,Expense,Completed,0,0
3771,TXN-003771,20240530,215,164,14,,6,-1810.37,1810.37,Transfer,Completed,0,0
3772,TXN-003772,20220226,475,702,20,,1,3256.77,3256.77,Income,Completed,0,0
3773,TXN-003773,20230127,195,529,13,,3,4376.26,4376.26,Transfer,Completed,0,0
3774,TXN-003774,20240223,151,251,10,,6,1792.41,1792.41,Income,Completed,0,1
3775,TXN-003775,20220810,199,679,12,,4,3095.33,3095.33,Income,Failed,0,0
3776,TXN-003776,20241115,105,978,14,,1,-2677.2,2677.2,Transfer,Completed,0,0
3777,TXN-003777,20230613,270,759,9,19,5,-437.79,437.79,Expense,Failed,0,0
3778,TXN-003778,20230110,410,135,4,5,1,-352.66,352.66,Expense,Completed,0,0
3779,TXN-003779,20240315,102,321,4,8,2,-467.17,467.17,Expense,Failed,0,0
3780,TXN-003780,20221106,287,324,2,3,1,-652.91,652.91,Expense,Completed,0,1
3781,TXN-003781,20230115,430,919,7,1,7,-35.93,35.93,Expense,Completed,0,0
3782,TXN-003782,20220204,537,331,18,9,1,-538.78,538.78,Expense,Completed,0,0
3783,TXN-003783,20240714,371,127,4,2,5,-471.62,471.62,Expense,Completed,0,0
3784,TXN-003784,20231204,73,7,3,7,3,-208.93,208.93,Expense,Completed,0,1
3785,TXN-003785,20240105,674,990,2,17,2,-886.48,886.48,Expense,Pending,0,1
3786,TXN-003786,20240412,427,665,19,7,2,-425.6,425.6,Expense,Pending,0,0
3787,TXN-003787,20221012,141,877,3,10,5,-303.09,303.09,Expense,Completed,0,1
3788,TXN-003788,20241116,554,224,10,,6,13136.38,13136.38,Income,Completed,0,1
3789,TXN-003789,20231007,422,842,10,,3,2911.6,2911.6,Income,Pending,0,1
3790,TXN-003790,20220703,643,493,10,,3,11500.6,11500.6,Income,Failed,0,1
3791,TXN-003791,20230628,596,264,10,,4,14386.83,14386.83,Income,Completed,0,1
3792,TXN-003792,20221220,433,633,7,11,4,-171.12,171.12,Expense,Completed,0,0
3793,TXN-003793,20231004,221,1,8,10,2,-79.8,79.8,Expense,Completed,0,0
3794,TXN-003794,20241128,777,62,13,,2,4185.06,4185.06,Transfer,Completed,0,0
3795,TXN-003795,20220530,448,305,10,,7,11755.47,11755.47,Income,Completed,0,1
3796,TXN-003796,20230724,569,72,1,14,4,-387.83,387.83,Expense,Completed,0,0
3797,TXN-003797,20230818,798,293,8,14,4,-206.14,206.14,Expense,Completed,0,0
3798,TXN-003798,20231112,548,365,2,3,3,-2342.07,2342.07,Expense,Completed,1,1
3799,TXN-003799,20241109,125,723,16,18,5,-149.22,149.22,Expense,Failed,0,1
3800,TXN-003800,20240321,769,413,6,19,3,-40.71,40.71,Expense,Completed,0,0
3801,TXN-003801,20241215,260,567,1,15,2,-251.52,251.52,Expense,Completed,0,0
3802,TXN-003802,20230626,754,754,2,13,3,-2700.5,2700.5,Expense,Completed,0,1
3803,TXN-003803,20230630,198,29,7,7,2,-83.14,83.14,Expense,Pending,0,0
3804,TXN-003804,20231029,439,861,3,19,6,-274.2,274.2,Expense,Completed,0,1
3805,TXN-003805,20240930,266,519,5,15,2,-145.81,145.81,Expense,Reversed,0,0
3806,TXN-003806,20230326,613,669,14,,6,-3222.06,3222.06,Transfer,Completed,0,0
3807,TXN-003807,20241228,101,648,2,10,3,-2276.42,2276.42,Expense,Completed,0,1
3808,TXN-003808,20240915,546,456,3,2,1,-97.07,97.07,Expense,Completed,0,1
3809,TXN-003809,20220703,430,261,4,8,3,-293.7,293.7,Expense,Completed,0,0
3810,TXN-003810,20220806,260,567,13,,6,307.03,307.03,Transfer,Completed,0,0
3811,TXN-003811,20240910,213,407,13,,7,411.96,411.96,Transfer,Completed,0,0
3812,TXN-003812,20220123,798,293,1,13,2,-178.05,178.05,Expense,Completed,0,0
3813,TXN-003813,20241221,489,647,10,,3,9547.23,9547.23,Income,Completed,0,1
3814,TXN-003814,20240708,680,274,2,12,1,-888.76,888.76,Expense,Completed,0,1
3815,TXN-003815,20240809,110,159,10,,2,5026.94,5026.94,Income,Completed,0,1
3816,TXN-003816,20240826,731,564,18,19,5,-552.24,552.24,Expense,Completed,0,0
3817,TXN-003817,20220325,713,851,7,16,1,-314.12,314.12,Expense,Completed,0,0
3818,TXN-003818,20220717,718,41,10,,3,2086.1,2086.1,Income,Completed,1,1
3819,TXN-003819,20240722,329,763,13,,4,3233.93,3233.93,Transfer,Completed,0,0
3820,TXN-003820,20231219,254,285,12,,4,3170.11,3170.11,Income,Completed,0,0
3821,TXN-003821,20230929,21,287,14,,6,-3936.24,3936.24,Transfer,Completed,0,0
3822,TXN-003822,20240511,535,499,4,15,6,-368.43,368.43,Expense,Reversed,0,0
3823,TXN-003823,20231024,763,748,15,17,2,-1711.05,1711.05,Expense,Completed,0,1
3824,TXN-003824,20220204,545,775,3,3,6,-232.13,232.13,Expense,Completed,0,1
3825,TXN-003825,20230625,190,970,2,2,6,-2041.19,2041.19,Expense,Completed,0,1
3826,TXN-003826,20241023,431,904,1,12,6,-110.85,110.85,Expense,Completed,0,0
3827,TXN-003827,20220517,66,23,7,14,7,-411.9,411.9,Expense,Completed,0,0
3828,TXN-003828,20240306,48,964,3,20,1,-389.79,389.79,Expense,Completed,0,1
3829,TXN-003829,20221002,132,229,16,19,6,-297.95,297.95,Expense,Completed,0,1
3830,TXN-003830,20240919,795,958,4,3,4,-136.68,136.68,Expense,Completed,0,0
3831,TXN-003831,20241021,389,327,6,13,6,-69.68,69.68,Expense,Completed,0,0
3832,TXN-003832,20240301,553,693,1,15,6,-147.74,147.74,Expense,Completed,0,0
3833,TXN-003833,20241004,220,846,4,18,3,-59.89,59.89,Expense,Completed,0,0
3834,TXN-003834,20220829,747,988,3,20,7,-55.16,55.16,Expense,Completed,0,1
3835,TXN-003835,20240520,166,803,4,7,4,-180.89,180.89,Expense,Completed,0,0
3836,TXN-003836,20240825,713,851,10,,1,2358.46,2358.46,Income,Pending,0,1
3837,TXN-003837,20220511,500,153,16,12,1,-471.69,471.69,Expense,Completed,0,1
3838,TXN-003838,20240227,622,832,4,12,4,-237.35,237.35,Expense,Completed,0,0
3839,TXN-003839,20230408,633,308,4,3,3,-84.31,84.31,Expense,Completed,0,0
3840,TXN-003840,20220623,567,197,1,17,1,-321.04,321.04,Expense,Pending,0,0
3841,TXN-003841,20240305,315,957,11,,5,346.29,346.29,Income,Completed,1,0
3842,TXN-003842,20221015,653,777,4,19,7,-236.44,236.44,Expense,Failed,0,0
3843,TXN-003843,20240705,569,72,3,15,2,-432.86,432.86,Expense,Completed,0,1
3844,TXN-003844,20231230,650,739,6,1,7,-73.44,73.44,Expense,Pending,0,0
3845,TXN-003845,20220926,685,289,10,,5,5851.0,5851.0,Income,Completed,0,1
3846,TXN-003846,20240506,692,392,5,5,3,-126.2,126.2,Expense,Pending,0,0
3847,TXN-003847,20231230,462,215,20,,5,3652.57,3652.57,Income,Completed,0,0
3848,TXN-003848,20240320,266,519,5,11,4,-97.81,97.81,Expense,Completed,0,0
3849,TXN-003849,20221230,594,450,6,1,5,-106.92,106.92,Expense,Failed,0,0
3850,TXN-003850,20230627,508,816,3,17,7,-294.37,294.37,Expense,Completed,0,1
3851,TXN-003851,20240529,281,688,4,19,5,-105.44,105.44,Expense,Pending,0,0
3852,TXN-003852,20241025,389,327,6,17,3,-30.95,30.95,Expense,Completed,0,0
3853,TXN-003853,20240208,430,862,6,4,7,-125.17,125.17,Expense,Completed,0,0
3854,TXN-003854,20230503,340,913,18,15,4,-810.22,810.22,Expense,Completed,0,0
3855,TXN-003855,20240922,474,698,5,8,7,-7.41,7.41,Expense,Completed,0,0
3856,TXN-003856,20230814,213,407,4,10,2,-273.6,273.6,Expense,Completed,0,0
3857,TXN-003857,20240107,41,393,16,6,2,-252.29,252.29,Expense,Completed,0,1
3858,TXN-003858,20230505,674,32,4,13,2,-294.97,294.97,Expense,Pending,0,0
3859,TXN-003859,20220302,703,496,5,6,4,-37.87,37.87,Expense,Completed,0,0
3860,TXN-003860,20240317,127,971,10,,5,7014.1,7014.1,Income,Completed,0,1
3861,TXN-003861,20231012,329,734,1,2,5,-150.1,150.1,Expense,Completed,0,0
3862,TXN-003862,20240908,132,753,19,3,2,-221.3,221.3,Expense,Completed,0,0
3863,TXN-003863,20220923,691,537,15,1,6,-1885.95,1885.95,Expense,Completed,0,1
3864,TXN-003864,20241227,577,908,12,,5,1330.46,1330.46,Income,Completed,0,0
3865,TXN-003865,20230123,462,757,11,,3,245.77,245.77,Income,Completed,0,0
3866,TXN-003866,20220113,359,750,15,14,6,-566.9,566.9,Expense,Completed,0,1
3867,TXN-003867,20230526,703,482,16,1,3,-356.6,356.6,Expense,Completed,0,1
3868,TXN-003868,20240109,556,582,1,5,4,-396.06,396.06,Expense,Completed,0,0
3869,TXN-003869,20220615,61,608,3,10,3,-128.12,128.12,Expense,Completed,0,1
3870,TXN-003870,20240224,270,563,10,,6,13869.35,13869.35,Income,Pending,0,1
3871,TXN-003871,20220102,636,460,1,7,1,-229.79,229.79,Expense,Completed,0,0
3872,TXN-003872,20240520,209,983,2,12,5,-2818.34,2818.34,Expense,Completed,0,1
3873,TXN-003873,20240711,781,662,1,10,4,-445.67,445.67,Expense,Completed,0,0
3874,TXN-003874,20230605,351,790,1,12,6,-336.52,336.52,Expense,Completed,0,0
3875,TXN-003875,20240604,560,395,1,15,1,-76.61,76.61,Expense,Failed,0,0
3876,TXN-003876,20230316,763,333,7,10,3,-287.67,287.67,Expense,Completed,0,0
3877,TXN-003877,20240325,754,270,7,18,5,-449.9,449.9,Expense,Completed,0,0
3878,TXN-003878,20240112,167,932,10,,7,12038.15,12038.15,Income,Completed,0,1
3879,TXN-003879,20220727,222,588,6,13,2,-72.76,72.76,Expense,Completed,0,0
3880,TXN-003880,20240802,64,478,1,10,4,-361.76,361.76,Expense,Completed,0,0
3881,TXN-003881,20240420,625,614,4,4,1,-496.09,496.09,Expense,Completed,0,0
3882,TXN-003882,20240321,499,352,11,,7,388.91,388.91,Income,Completed,0,0
3883,TXN-003883,20241025,267,705,3,18,3,-214.1,214.1,Expense,Completed,0,1
3884,TXN-003884,20230813,314,854,4,20,2,-329.12,329.12,Expense,Completed,0,0
3885,TXN-003885,20231119,399,764,5,7,7,-118.54,118.54,Expense,Completed,0,0
3886,TXN-003886,20230428,413,131,2,6,1,-1086.11,1086.11,Expense,Completed,0,1
3887,TXN-003887,20220509,203,942,2,13,6,-1762.06,1762.06,Expense,Completed,1,1
3888,TXN-003888,20220716,83,368,1,5,2,-53.52,53.52,Expense,Completed,0,0
3889,TXN-003889,20220929,644,533,20,,7,7062.72,7062.72,Income,Completed,0,0
3890,TXN-003890,20220618,244,486,4,17,4,-464.48,464.48,Expense,Completed,0,0
3891,TXN-003891,20220301,754,754,10,,3,14947.22,14947.22,Income,Completed,0,1
3892,TXN-003892,20240111,783,491,6,17,7,-21.84,21.84,Expense,Completed,0,0
3893,TXN-003893,20220405,238,438,3,13,5,-443.07,443.07,Expense,Failed,0,1
3894,TXN-003894,20240119,66,430,17,2,5,-12.53,12.53,Expense,Completed,0,1
3895,TXN-003895,20240424,167,932,1,7,1,-59.27,59.27,Expense,Completed,0,0
3896,TXN-003896,20241223,582,217,7,3,1,-177.17,177.17,Expense,Completed,0,0
3897,TXN-003897,20220707,337,606,7,2,7,-75.87,75.87,Expense,Completed,0,0
3898,TXN-003898,20240902,662,223,17,2,5,-60.96,60.96,Expense,Completed,0,1
3899,TXN-003899,20221021,768,620,17,9,5,-123.05,123.05,Expense,Completed,0,1
3900,TXN-003900,20241016,445,184,10,,4,1765.62,1765.62,Income,Completed,0,1
3901,TXN-003901,20230101,41,404,11,,4,371.04,371.04,Income,Completed,0,0
3902,TXN-003902,20221206,333,911,2,3,7,-1458.95,1458.95,Expense,Completed,0,1
3903,TXN-003903,20240807,220,846,5,15,2,-59.1,59.1,Expense,Failed,0,0
3904,TXN-003904,20230426,66,430,19,15,3,-392.61,392.61,Expense,Completed,0,0
3905,TXN-003905,20230625,120,130,7,13,7,-410.49,410.49,Expense,Completed,0,0
3906,TXN-003906,20240828,693,475,15,5,7,-447.81,447.81,Expense,Pending,0,1
3907,TXN-003907,20230329,356,43,16,3,3,-186.54,186.54,Expense,Completed,0,1
3908,TXN-003908,20220304,736,778,7,1,1,-180.94,180.94,Expense,Completed,0,0
3909,TXN-003909,20220101,769,413,3,19,5,-448.97,448.97,Expense,Completed,0,1
3910,TXN-003910,20220623,544,378,4,10,4,-329.22,329.22,Expense,Completed,0,0
3911,TXN-003911,20221010,533,674,11,,1,12.42,12.42,Income,Completed,0,0
3912,TXN-003912,20220802,644,344,16,14,6,-46.04,46.04,Expense,Completed,0,1
3913,TXN-003913,20220904,128,196,18,11,2,-2389.16,2389.16,Expense,Completed,0,0
3914,TXN-003914,20230727,675,362,2,1,3,-2843.02,2843.02,Expense,Completed,0,1
3915,TXN-003915,20230417,426,973,11,,3,252.49,252.49,Income,Completed,0,0
3916,TXN-003916,20220129,498,208,4,19,6,-234.74,234.74,Expense,Completed,0,0
3917,TXN-003917,20240512,590,313,4,9,1,-431.96,431.96,Expense,Completed,0,0
3918,TXN-003918,20220814,749,406,20,,2,8544.62,8544.62,Income,Failed,0,0
3919,TXN-003919,20240625,633,560,1,10,5,-463.67,463.67,Expense,Completed,0,0
3920,TXN-003920,20220307,600,788,10,,4,6518.23,6518.23,Income,Completed,0,1
3921,TXN-003921,20220303,243,827,3,1,5,-285.0,285.0,Expense,Completed,0,1
3922,TXN-003922,20241125,44,231,3,11,1,-89.05,89.05,Expense,Completed,0,1
3923,TXN-003923,20220929,418,453,13,,5,1730.95,1730.95,Transfer,Completed,0,0
3924,TXN-003924,20230620,236,17,10,,3,14238.99,14238.99,Income,Failed,0,1
3925,TXN-003925,20220806,263,616,10,,5,3191.46,3191.46,Income,Completed,0,1
3926,TXN-003926,20220422,653,777,5,6,7,-79.06,79.06,Expense,Completed,0,0
3927,TXN-003927,20221109,472,212,19,19,5,-195.86,195.86,Expense,Completed,0,0
3928,TXN-003928,20221009,62,744,10,,3,10440.97,10440.97,Income,Failed,0,1
3929,TXN-003929,20241016,590,313,20,,2,5350.25,5350.25,Income,Completed,0,0
3930,TXN-003930,20220515,661,751,3,1,1,-375.27,375.27,Expense,Completed,0,1
3931,TXN-003931,20220603,152,628,10,,3,10429.57,10429.57,Income,Completed,0,1
3932,TXN-003932,20230413,315,957,12,,7,1699.9,1699.9,Income,Completed,0,0
3933,TXN-003933,20220516,565,689,5,11,4,-112.49,112.49,Expense,Completed,0,0
