account_key,account_id,customer_key,account_type,currency,balance,interest_rate_pct,account_status,opened_date
705,ACC-0705,267,Credit Card,GBP,-12105.69,20.74,Active,2018-11-13
706,ACC-0706,637,Loan,USD,-144540.54,11.25,Active,2016-04-02
707,ACC-0707,393,Credit Card,NGN,-3690.4,19.7,Active,2015-03-17
708,ACC-0708,759,Savings,NGN,11835.81,2.65,Closed,2022-08-01
709,ACC-0709,449,Fixed Deposit,GBP,195808.96,5.65,Active,2023-01-26
710,ACC-0710,644,Current,GBP,30910.35,0.93,Active,2021-06-10
711,ACC-0711,48,Investment,USD,154451.03,7.9,Active,2021-02-19
712,ACC-0712,415,Fixed Deposit,EUR,13511.75,4.81,Active,2018-03-18
713,ACC-0713,745,Investment,AUD,180559.14,3.6,Inactive,2023-07-05
714,ACC-0714,185,Current,USD,23835.7,0.39,Frozen,2019-06-15
715,ACC-0715,403,Loan,EUR,-140702.3,8.68,Active,2015-10-04
716,ACC-0716,797,Investment,NGN,11108.7,11.03,Active,2019-08-22
717,ACC-0717,403,Current,USD,76365.41,0.17,Active,2017-10-26
718,ACC-0718,176,Investment,NGN,312967.62,5.91,Active,2023-11-24
719,ACC-0719,506,Credit Card,CAD,-3684.65,23.74,Active,2022-12-13
720,ACC-0720,444,Savings,NGN,31223.81,3.42,Active,2015-08-25
721,ACC-0721,571,Loan,NGN,-17133.25,17.9,Active,2023-08-15
722,ACC-0722,419,Current,GBP,11367.06,0.2,Active,2015-12-11
723,ACC-0723,125,Credit Card,NGN,-9854.22,21.77,Active,2017-10-28
724,ACC-0724,416,Loan,CAD,-183661.98,11.22,Active,2021-04-16
725,ACC-0725,74,Loan,NGN,-175240.92,17.91,Active,2022-12-25
726,ACC-0726,734,Credit Card,NGN,-9606.26,19.13,Active,2020-12-07
727,ACC-0727,634,Loan,GBP,-62991.59,10.76,Active,2021-05-13
728,ACC-0728,570,Savings,CAD,358.6,3.96,Inactive,2015-04-20
729,ACC-0729,64,Loan,USD,-164572.63,15.65,Active,2018-06-01
730,ACC-0730,333,Savings,USD,7162.29,3.5,Active,2021-04-13
731,ACC-0731,716,Current,USD,65932.7,0.69,Active,2015-01-04
732,ACC-0732,707,Investment,CAD,320792.65,8.91,Closed,2015-03-21
733,ACC-0733,121,Credit Card,USD,-3030.29,18.86,Active,2017-05-13
734,ACC-0734,329,Current,GBP,24257.74,0.34,Active,2023-06-24
735,ACC-0735,658,Current,USD,43669.0,0.24,Active,2017-11-08
736,ACC-0736,72,Savings,NGN,9997.03,4.73,Active,2017-12-11
737,ACC-0737,389,Savings,EUR,4823.16,3.09,Active,2015-01-09
738,ACC-0738,276,Credit Card,USD,-2487.5,21.12,Active,2018-02-26
739,ACC-0739,650,Current,USD,44354.28,0.12,Active,2019-01-14
740,ACC-0740,496,Investment,NGN,411781.17,10.75,Active,2019-08-20
741,ACC-0741,600,Fixed Deposit,NGN,93596.02,8.24,Active,2016-07-24
742,ACC-0742,686,Investment,USD,340114.13,3.61,Active,2019-06-27
743,ACC-0743,314,Fixed Deposit,USD,78721.5,6.45,Closed,2017-06-15
744,ACC-0744,62,Savings,USD,7738.38,3.84,Closed,2023-04-26
745,ACC-0745,662,Current,USD,70193.81,0.35,Active,2018-04-13
746,ACC-0746,257,Investment,EUR,329962.68,7.92,Active,2015-10-20
747,ACC-0747,701,Current,NGN,83549.51,0.28,Active,2018-09-03
748,ACC-0748,763,Loan,USD,-146205.4,7.37,Active,2021-11-04
749,ACC-0749,10,Loan,EUR,-165307.87,11.45,Active,2022-04-17
750,ACC-0750,359,Investment,NGN,173739.85,7.44,Active,2019-11-17
751,ACC-0751,661,Credit Card,NGN,-3623.47,22.38,Active,2021-01-26
752,ACC-0752,91,Credit Card,EUR,-12793.66,16.88,Active,2016-03-16
753,ACC-0753,132,Investment,GBP,332286.58,3.91,Active,2020-02-01
754,ACC-0754,754,Loan,NGN,-6016.96,8.14,Active,2017-02-21
755,ACC-0755,51,Credit Card,NGN,-7015.0,15.79,Active,2019-01-21
756,ACC-0756,332,Current,NGN,54603.79,0.38,Active,2015-10-09
757,ACC-0757,462,Savings,GBP,47045.38,4.99,Active,2023-09-18
758,ACC-0758,385,Loan,NGN,-67579.04,14.38,Active,2021-08-27
759,ACC-0759,270,Savings,NGN,4991.17,3.45,Closed,2018-11-10
760,ACC-0760,85,Investment,NGN,402334.8,5.4,Active,2021-03-16
761,ACC-0761,159,Savings,USD,16098.88,2.24,Active,2019-04-01
762,ACC-0762,33,Savings,NGN,7982.99,1.74,Active,2018-11-12
763,ACC-0763,329,Loan,NGN,-26828.72,11.73,Active,2023-11-09
764,ACC-0764,399,Loan,USD,-24265.29,10.8,Active,2016-11-05
765,ACC-0765,352,Current,EUR,41661.69,0.35,Active,2020-03-26
766,ACC-0766,176,Fixed Deposit,AUD,161752.49,6.71,Active,2022-03-17
767,ACC-0767,619,Current,GBP,28470.21,0.83,Active,2018-11-08
768,ACC-0768,448,Credit Card,NGN,-9826.15,17.65,Active,2017-08-22
769,ACC-0769,678,Investment,NGN,180833.46,6.03,Active,2015-04-14
770,ACC-0770,650,Credit Card,USD,-14625.48,18.87,Active,2019-03-16
771,ACC-0771,129,Credit Card,NGN,-380.92,16.25,Active,2023-06-03
772,ACC-0772,279,Fixed Deposit,GBP,60728.79,6.37,Active,2023-10-28
773,ACC-0773,156,Investment,USD,387361.18,6.27,Active,2022-01-23
774,ACC-0774,544,Savings,AUD,13730.59,4.46,Closed,2022-10-03
775,ACC-0775,545,Loan,NGN,-154937.46,10.1,Active,2019-01-12
776,ACC-0776,442,Savings,NGN,47120.0,2.38,Active,2021-09-12
777,ACC-0777,653,Fixed Deposit,NGN,76414.28,5.18,Inactive,2020-07-03
778,ACC-0778,736,Investment,USD,274878.49,8.4,Inactive,2017-12-12
779,ACC-0779,666,Fixed Deposit,NGN,149440.22,6.94,Active,2016-12-21
780,ACC-0780,484,Loan,NGN,-70106.32,7.74,Active,2019-03-10
781,ACC-0781,443,Current,CAD,93369.18,0.96,Active,2016-10-24
782,ACC-0782,612,Current,NGN,56857.23,0.46,Active,2015-02-26
783,ACC-0783,450,Credit Card,NGN,-8522.82,20.01,Active,2017-12-25
784,ACC-0784,323,Current,NGN,78981.54,0.24,Active,2020-05-27
785,ACC-0785,490,Savings,EUR,6173.07,3.77,Active,2017-11-03
786,ACC-0786,91,Investment,USD,358612.88,9.15,Active,2015-04-28
787,ACC-0787,427,Fixed Deposit,NGN,146424.36,5.09,Active,2022-02-05
788,ACC-0788,600,Current,USD,38639.66,0.28,Active,2015-06-24
789,ACC-0789,143,Savings,USD,11556.81,2.35,Closed,2023-05-23
790,ACC-0790,351,Loan,CAD,-65488.35,7.26,Active,2018-11-23
791,ACC-0791,84,Savings,USD,26870.19,4.84,Active,2020-04-16
792,ACC-0792,183,Loan,NGN,-9138.15,16.6,Active,2017-03-24
793,ACC-0793,147,Fixed Deposit,USD,34247.27,6.34,Active,2015-11-09
794,ACC-0794,604,Investment,USD,221091.52,9.8,Active,2016-06-11
795,ACC-0795,352,Investment,GBP,385017.77,3.97,Active,2021-05-11
796,ACC-0796,570,Credit Card,EUR,-3619.07,20.41,Inactive,2015-01-21
797,ACC-0797,366,Savings,NGN,36126.01,4.03,Active,2019-04-01
798,ACC-0798,532,Current,NGN,36472.02,0.82,Active,2015-05-09
799,ACC-0799,179,Savings,AUD,20329.02,3.14,Active,2020-04-13
800,ACC-0800,512,Fixed Deposit,NGN,17151.55,8.45,Active,2015-11-21
801,ACC-0801,388,Loan,USD,-110867.07,14.62,Active,2022-02-04
802,ACC-0802,382,Investment,USD,76272.2,8.17,Closed,2021-11-06
803,ACC-0803,166,Investment,NGN,139548.21,4.1,Active,2017-06-07
804,ACC-0804,461,Loan,NGN,-111766.09,9.23,Inactive,2016-06-12
805,ACC-0805,746,Current,NGN,40727.69,0.68,Active,2022-05-12
806,ACC-0806,308,Loan,GBP,-39831.2,6.99,Active,2019-05-22
807,ACC-0807,236,Fixed Deposit,USD,86531.26,6.27,Active,2020-03-20
808,ACC-0808,50,Loan,USD,-59757.06,17.96,Inactive,2022-01-06
809,ACC-0809,785,Credit Card,GBP,-3786.66,21.14,Active,2015-08-10
810,ACC-0810,508,Loan,NGN,-119706.5,17.89,Active,2022-04-13
811,ACC-0811,280,Fixed Deposit,NGN,90004.16,7.32,Inactive,2020-03-02
812,ACC-0812,288,Fixed Deposit,NGN,47045.82,6.65,Inactive,2019-07-25
813,ACC-0813,33,Loan,EUR,-185570.85,7.83,Active,2023-07-07
814,ACC-0814,480,Credit Card,CAD,-4416.63,22.06,Frozen,2017-02-14
815,ACC-0815,39,Current,NGN,82073.92,0.89,Inactive,2015-05-23
816,ACC-0816,508,Loan,NGN,-179904.3,13.83,Active,2017-06-14
817,ACC-0817,463,Investment,USD,118698.4,11.65,Active,2017-02-12
818,ACC-0818,12,Fixed Deposit,NGN,71929.24,4.57,Active,2020-09-08
819,ACC-0819,785,Savings,NGN,42807.04,3.74,Closed,2018-08-04
820,ACC-0820,401,Credit Card,USD,-7385.68,17.1,Active,2023-08-24
821,ACC-0821,154,Investment,GBP,99440.6,5.28,Active,2022-09-10
822,ACC-0822,130,Savings,NGN,20852.5,3.38,Active,2019-04-28
823,ACC-0823,486,Loan,USD,-78359.61,15.81,Active,2018-07-14
824,ACC-0824,506,Credit Card,EUR,-7264.5,22.39,Active,2020-10-22
825,ACC-0825,597,Savings,USD,15941.18,1.59,Active,2023-01-07
826,ACC-0826,684,Fixed Deposit,EUR,80802.18,7.79,Active,2023-01-09
827,ACC-0827,243,Fixed Deposit,NGN,20903.31,7.62,Active,2018-04-09
828,ACC-0828,361,Investment,GBP,366856.1,10.81,Inactive,2018-05-22
829,ACC-0829,545,Current,USD,89510.34,0.28,Active,2017-12-11
830,ACC-0830,441,Savings,USD,28887.79,1.83,Active,2015-05-10
831,ACC-0831,641,Fixed Deposit,NGN,161609.73,6.39,Active,2022-07-17
832,ACC-0832,622,Savings,NGN,24867.93,4.24,Active,2021-01-15
833,ACC-0833,744,Fixed Deposit,AUD,197554.38,6.99,Frozen,2018-03-01
834,ACC-0834,180,Savings,USD,4387.53,2.13,Closed,2018-12-04
835,ACC-0835,795,Fixed Deposit,CAD,94182.08,6.81,Inactive,2020-10-23
836,ACC-0836,461,Investment,NGN,406955.68,10.25,Active,2015-05-01
837,ACC-0837,449,Investment,AUD,73849.5,11.19,Active,2020-09-11
838,ACC-0838,279,Investment,USD,202419.46,5.23,Active,2022-02-21
839,ACC-0839,87,Investment,AUD,463328.34,4.08,Active,2018-09-22
840,ACC-0840,555,Fixed Deposit,GBP,41306.79,5.58,Active,2019-11-01
841,ACC-0841,319,Loan,USD,-6907.18,11.73,Inactive,2023-12-26
842,ACC-0842,422,Credit Card,USD,-6253.74,16.45,Active,2020-12-07
843,ACC-0843,609,Investment,NGN,2381.58,6.52,Active,2015-12-25
844,ACC-0844,161,Fixed Deposit,USD,66075.98,8.68,Active,2022-03-02
845,ACC-0845,752,Fixed Deposit,USD,159585.99,6.56,Active,2022-01-02
846,ACC-0846,220,Current,USD,11029.89,0.25,Inactive,2016-08-26
847,ACC-0847,38,Loan,CAD,-185325.29,12.78,Active,2019-07-05
848,ACC-0848,145,Credit Card,USD,-12208.97,23.35,Active,2016-07-10
849,ACC-0849,61,Credit Card,NGN,-7932.11,22.8,Active,2019-08-19
850,ACC-0850,537,Fixed Deposit,GBP,42234.48,8.87,Frozen,2019-03-08
851,ACC-0851,713,Investment,USD,443781.11,8.85,Active,2023-07-19
852,ACC-0852,751,Current,USD,33005.28,0.83,Active,2020-04-02
853,ACC-0853,301,Loan,USD,-12556.15,9.6,Active,2023-05-18
854,ACC-0854,314,Current,EUR,58492.12,0.56,Active,2022-12-09
855,ACC-0855,151,Credit Card,GBP,-10580.31,17.05,Active,2016-08-17
856,ACC-0856,750,Fixed Deposit,GBP,120394.38,4.71,Active,2017-11-28
857,ACC-0857,113,Fixed Deposit,USD,142269.58,7.1,Active,2023-06-11
858,ACC-0858,675,Loan,NGN,-33861.65,15.57,Active,2023-10-23
859,ACC-0859,404,Investment,GBP,404898.35,6.54,Closed,2023-10-15
860,ACC-0860,211,Current,GBP,60547.08,0.34,Closed,2018-11-23
861,ACC-0861,439,Credit Card,CAD,-5172.27,17.74,Inactive,2023-12-15
862,ACC-0862,430,Investment,NGN,167153.99,9.91,Closed,2022-05-01
863,ACC-0863,638,Loan,USD,-23646.44,11.82,Active,2023-08-09
864,ACC-0864,356,Investment,GBP,320345.14,4.93,Inactive,2015-03-20
865,ACC-0865,571,Credit Card,USD,-1309.47,21.71,Active,2023-12-09
866,ACC-0866,46,Investment,NGN,157348.8,9.21,Active,2020-08-12
867,ACC-0867,177,Current,USD,16727.16,0.66,Active,2022-11-08
868,ACC-0868,717,Credit Card,NGN,-3248.46,20.83,Active,2021-12-07
869,ACC-0869,82,Investment,NGN,101467.7,5.28,Active,2021-01-16
870,ACC-0870,461,Loan,CAD,-99418.06,11.62,Active,2021-11-24
871,ACC-0871,525,Loan,NGN,-11939.28,13.52,Active,2021-12-19
872,ACC-0872,11,Credit Card,NGN,-1667.74,23.51,Active,2018-12-05
873,ACC-0873,91,Current,CAD,47647.69,0.81,Active,2018-06-21
874,ACC-0874,768,Investment,GBP,358832.5,3.78,Active,2020-11-15
875,ACC-0875,16,Savings,USD,6850.74,4.48,Closed,2017-06-22
876,ACC-0876,11,Current,USD,54500.78,0.26,Active,2023-07-25
877,ACC-0877,141,Savings,GBP,40844.94,2.81,Active,2022-09-04
878,ACC-0878,168,Investment,CAD,153463.92,3.15,Active,2022-06-23
879,ACC-0879,360,Investment,USD,330385.75,11.03,Active,2015-08-28
880,ACC-0880,403,Fixed Deposit,CAD,184684.61,4.4,Frozen,2019-09-21
881,ACC-0881,441,Investment,GBP,36738.62,4.33,Active,2019-12-22
882,ACC-0882,392,Savings,CAD,3982.44,4.7,Active,2021-09-04
883,ACC-0883,482,Fixed Deposit,NGN,109206.08,7.76,Inactive,2016-04-11
884,ACC-0884,355,Savings,NGN,11719.95,3.4,Active,2022-12-14
885,ACC-0885,652,Current,CAD,71153.57,0.71,Active,2015-07-15
886,ACC-0886,355,Fixed Deposit,USD,143429.93,8.48,Closed,2019-06-07
887,ACC-0887,230,Credit Card,CAD,-11801.34,15.4,Active,2021-11-12
888,ACC-0888,587,Current,USD,68556.53,0.6,Active,2019-10-27
889,ACC-0889,231,Fixed Deposit,GBP,64623.62,7.39,Active,2020-06-25
890,ACC-0890,780,Investment,CAD,186152.42,11.28,Active,2016-11-23
891,ACC-0891,498,Investment,CAD,450733.52,6.89,Active,2020-03-18
892,ACC-0892,336,Current,EUR,23784.94,0.89,Active,2016-01-11
893,ACC-0893,35,Fixed Deposit,NGN,67196.37,8.79,Active,2015-08-22
894,ACC-0894,23,Fixed Deposit,NGN,85560.83,5.71,Active,2021-11-17
895,ACC-0895,564,Loan,CAD,-195119.2,7.81,Active,2023-07-10
896,ACC-0896,112,Fixed Deposit,USD,149440.94,8.97,Active,2019-02-14
897,ACC-0897,30,Savings,GBP,7140.23,1.56,Active,2023-11-11
898,ACC-0898,311,Current,USD,25381.23,0.24,Active,2015-10-13
899,ACC-0899,637,Loan,EUR,-174581.14,10.09,Active,2015-06-12
900,ACC-0900,214,Savings,NGN,11926.08,3.47,Active,2016-01-03
901,ACC-0901,560,Loan,EUR,-39129.97,15.6,Active,2022-05-14
902,ACC-0902,660,Fixed Deposit,NGN,155710.16,7.48,Active,2019-10-06
903,ACC-0903,182,Credit Card,EUR,-13337.44,20.74,Active,2018-12-23
904,ACC-0904,431,Fixed Deposit,USD,197575.0,5.83,Active,2018-02-18
905,ACC-0905,499,Investment,NGN,351945.49,3.18,Active,2018-10-11
906,ACC-0906,622,Investment,USD,428053.31,7.1,Active,2015-04-26
907,ACC-0907,197,Investment,USD,182212.38,11.64,Closed,2022-10-04
908,ACC-0908,577,Credit Card,USD,-5474.32,24.31,Active,2016-10-23
909,ACC-0909,85,Credit Card,NGN,-12065.71,24.51,Inactive,2023-09-23
910,ACC-0910,604,Credit Card,USD,-7377.31,23.65,Frozen,2022-03-27
911,ACC-0911,333,Current,CAD,31338.07,0.26,Inactive,2023-01-11
912,ACC-0912,731,Fixed Deposit,NGN,104388.05,7.28,Active,2016-12-24
913,ACC-0913,340,Current,NGN,34867.82,0.98,Active,2019-04-10
914,ACC-0914,789,Loan,EUR,-152594.54,17.68,Inactive,2021-01-04
915,ACC-0915,569,Current,GBP,66134.2,0.39,Closed,2015-06-20
916,ACC-0916,604,Loan,USD,-115204.31,11.01,Inactive,2019-06-16
917,ACC-0917,517,Credit Card,USD,-13315.41,15.95,Active,2020-07-04
918,ACC-0918,461,Savings,CAD,43122.36,3.32,Closed,2015-05-16
919,ACC-0919,430,Savings,NGN,784.45,2.91,Active,2019-09-26
920,ACC-0920,192,Loan,CAD,-33515.77,16.58,Active,2015-08-14
921,ACC-0921,272,Current,EUR,98576.33,0.82,Frozen,2022-11-14
922,ACC-0922,196,Current,NGN,80927.67,0.8,Active,2023-02-09
923,ACC-0923,285,Loan,USD,-20090.41,6.39,Active,2015-12-26
924,ACC-0924,426,Current,AUD,62020.9,0.94,Active,2020-05-03
925,ACC-0925,382,Investment,USD,328310.04,3.54,Active,2020-03-23
926,ACC-0926,324,Current,USD,57663.59,0.52,Active,2015-12-11
927,ACC-0927,288,Loan,NGN,-30236.42,12.43,Active,2019-07-10
928,ACC-0928,56,Loan,GBP,-191484.43,9.95,Active,2019-06-08
929,ACC-0929,76,Investment,EUR,68012.25,8.21,Active,2021-10-26
930,ACC-0930,124,Credit Card,GBP,-2381.38,23.52,Active,2022-10-18
931,ACC-0931,184,Loan,NGN,-140628.33,5.01,Active,2019-07-20
932,ACC-0932,167,Current,CAD,68983.94,0.96,Active,2021-09-13
933,ACC-0933,104,Current,CAD,22190.94,0.66,Inactive,2023-10-05
934,ACC-0934,611,Investment,CAD,366158.85,9.31,Active,2020-01-02
935,ACC-0935,132,Credit Card,NGN,-6350.11,19.53,Active,2019-05-08
936,ACC-0936,265,Credit Card,NGN,-11214.68,15.07,Active,2020-05-03
937,ACC-0937,593,Investment,USD,497282.38,6.74,Inactive,2016-10-09
938,ACC-0938,109,Investment,CAD,189156.94,6.28,Active,2018-01-22
939,ACC-0939,615,Current,CAD,96852.47,0.3,Active,2018-02-25
940,ACC-0940,687,Current,GBP,48451.58,0.48,Active,2022-02-10
941,ACC-0941,389,Current,GBP,12278.06,0.2,Active,2019-06-20
942,ACC-0942,203,Savings,NGN,3314.77,2.37,Active,2023-05-06
943,ACC-0943,519,Fixed Deposit,USD,93302.64,4.02,Active,2015-11-20
944,ACC-0944,717,Credit Card,EUR,-8377.94,17.05,Active,2021-09-11
945,ACC-0945,440,Current,NGN,47989.98,0.28,Active,2019-06-10
946,ACC-0946,567,Investment,USD,167169.64,8.73,Frozen,2015-05-10
947,ACC-0947,405,Current,USD,1257.98,0.67,Active,2015-11-01
948,ACC-0948,786,Fixed Deposit,EUR,198993.98,6.79,Active,2019-06-07
949,ACC-0949,37,Loan,NGN,-54835.22,8.45,Active,2019-05-13
950,ACC-0950,511,Credit Card,USD,-12663.48,24.02,Active,2022-01-22
951,ACC-0951,751,Credit Card,NGN,-1049.31,22.38,Inactive,2015-04-05
952,ACC-0952,635,Current,EUR,57442.19,0.62,Active,2021-11-19
953,ACC-0953,286,Investment,NGN,170099.81,9.37,Closed,2017-01-16
954,ACC-0954,117,Credit Card,USD,-3080.75,23.04,Active,2017-10-14
955,ACC-0955,31,Investment,USD,442081.47,3.78,Frozen,2016-02-24
956,ACC-0956,221,Credit Card,USD,-7226.52,15.97,Active,2015-09-10
957,ACC-0957,315,Loan,NGN,-98724.96,9.31,Active,2023-06-21
958,ACC-0958,795,Credit Card,USD,-6772.63,22.56,Active,2015-05-01
959,ACC-0959,149,Current,CAD,49022.79,0.91,Closed,2015-01-26
960,ACC-0960,403,Investment,USD,494284.82,8.38,Inactive,2017-08-10
961,ACC-0961,402,Credit Card,USD,-2196.85,19.12,Inactive,2017-02-26
962,ACC-0962,466,Savings,EUR,24830.93,1.66,Active,2018-01-08
963,ACC-0963,543,Savings,CAD,24978.84,3.29,Active,2016-06-03
964,ACC-0964,48,Investment,NGN,60534.53,10.11,Frozen,2016-01-19
965,ACC-0965,35,Credit Card,CAD,-10353.47,20.39,Active,2018-12-05
966,ACC-0966,358,Investment,USD,197471.24,5.06,Active,2015-11-17
967,ACC-0967,415,Savings,USD,11473.91,1.51,Active,2018-07-11
968,ACC-0968,608,Current,GBP,15439.11,0.16,Active,2021-09-21
969,ACC-0969,77,Current,NGN,65623.12,0.92,Frozen,2015-11-17
970,ACC-0970,190,Credit Card,GBP,-7889.18,15.31,Inactive,2020-10-03
971,ACC-0971,127,Fixed Deposit,GBP,146585.27,6.84,Active,2022-06-23
972,ACC-0972,217,Fixed Deposit,NGN,16112.68,5.95,Active,2020-03-25
973,ACC-0973,426,Loan,CAD,-168782.13,5.5,Active,2019-09-23
974,ACC-0974,455,Credit Card,GBP,-10478.69,24.84,Active,2022-05-11
975,ACC-0975,527,Current,NGN,67152.27,0.48,Active,2021-09-03
976,ACC-0976,537,Credit Card,AUD,-2033.9,17.13,Closed,2021-02-23
977,ACC-0977,571,Fixed Deposit,EUR,63613.71,4.5,Active,2023-12-18
978,ACC-0978,105,Loan,NGN,-117599.93,9.74,Active,2020-05-14
979,ACC-0979,172,Fixed Deposit,NGN,109779.03,6.61,Closed,2015-12-06
980,ACC-0980,16,Investment,GBP,263125.42,9.63,Active,2020-05-10
981,ACC-0981,28,Savings,CAD,13893.76,1.89,Active,2021-07-28
982,ACC-0982,289,Savings,USD,26499.37,1.59,Active,2020-06-20
983,ACC-0983,209,Loan,USD,-64862.72,17.27,Active,2023-06-15
984,ACC-0984,798,Savings,GBP,45455.56,4.74,Active,2019-06-14
985,ACC-0985,305,Credit Card,NGN,-6472.86,21.7,Closed,2019-06-23
986,ACC-0986,163,Loan,NGN,-56786.2,6.21,Inactive,2017-01-08
987,ACC-0987,186,Savings,USD,843.96,4.89,Closed,2022-12-04
988,ACC-0988,747,Current,USD,74590.29,0.7,Inactive,2021-07-10
989,ACC-0989,480,Investment,EUR,245170.84,8.94,Active,2021-07-17
990,ACC-0990,674,Current,USD,55705.12,0.59,Active,2019-07-01
991,ACC-0991,24,Current,USD,19490.51,0.75,Active,2019-02-04
992,ACC-0992,636,Credit Card,EUR,-14740.88,24.77,Closed,2022-12-13
993,ACC-0993,141,Fixed Deposit,GBP,42879.49,7.26,Inactive,2017-06-12
994,ACC-0994,390,Investment,CAD,359844.61,7.29,Inactive,2015-10-06
995,ACC-0995,597,Current,NGN,88670.63,0.71,Active,2021-03-07
996,ACC-0996,395,Savings,NGN,14678.58,3.42,Active,2015-10-03
997,ACC-0997,97,Credit Card,USD,-3486.06,24.95,Inactive,2016-04-18
998,ACC-0998,226,Investment,USD,54276.99,6.23,Active,2023-03-09
999,ACC-0999,451,Fixed Deposit,AUD,147748.04,7.89,Active,2020-11-01
1000,ACC-1000,408,Credit Card,GBP,-14863.09,15.94,Active,2019-02-06
